Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B11,1659,1671,1707,1720,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B12,1739,1752,1890,1906,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C01,1970,1986,2166,2186,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C02,2076,2096,2294,2318,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C03,1828,1842,1984,1999,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C04,1861,1876,2014,2027,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C05,1984,1999,2187,2212,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C06,1961,1982,2163,2184,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C07,2084,2110,2311,2337,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C08,2071,2092,2295,2320,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C09,1998,2022,2224,2228,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C10,1986,2004,2224,2230,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C11,1715,1728,1869,1884,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C12,0,0,0,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D01,2063,2080,2278,2303,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D02,2096,2119,2307,2329,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D03,1859,1873,2013,2027,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D04,1822,1836,1966,1982,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D05,1965,1980,2158,2179,2189,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D06,0,0,0,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D07,2092,2113,2308,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D08,2065,2086,2293,2315,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D09,2004,2027,2213,2232,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D10,1990,2008,2219,2237,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D11,1705,1719,1859,1874,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_D12,1778,1790,1939,1957,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E01,2061,2079,2270,2295,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E02,2077,2099,2261,2299,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E03,1832,1847,1990,2004,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E04,1862,1876,2003,2017,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E05,1965,1983,2165,2185,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E06,2014,2033,2204,2222,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E07,2087,2105,2306,2329,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E08,2086,2110,2322,2347,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E09,2004,2028,2206,2212,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E10,2000,2019,2217,2243,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E11,1723,1737,1875,1903,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_E12,1714,1725,1862,1879,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F01,0,0,0,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F02,2098,2124,2302,2323,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F03,1833,1847,1986,2002,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F04,1862,1875,2002,2016,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F05,1982,2007,2183,2201,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F06,2012,2036,2207,2224,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F07,2080,2104,2309,2349,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F08,2062,2086,2303,2329,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F09,2002,2027,2215,2245,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F10,1994,2015,2211,2236,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F11,1752,1767,1909,1934,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_F12,1716,1727,1864,1880,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G01,0,0,0,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G02,2104,2132,2310,2332,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G03,1832,1846,1988,2002,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G04,1848,1862,1993,2006,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G05,1995,2021,2198,2215,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G06,1991,2019,2186,2201,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G07,2083,2105,2320,2346,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G08,1910,1933,2055,2074,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G09,1986,2009,2205,2227,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G10,1991,2011,2207,2235,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G11,1720,1734,1888,1902,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_G12,1720,1731,1869,1885,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H01,2147,2150,2152,2336,2347,2359,2363,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H02,2094,2119,2302,2322,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H03,1810,1825,1962,1978,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H04,1827,1841,1973,1986,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H05,1959,1983,2158,2174,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H06,1971,1997,2166,2183,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H07,2068,2091,2290,2316,2318,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H08,2059,2079,2290,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H09,1983,2004,2201,2203,2212,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H10,0,0,0,0,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H11,1669,1681,1724,1737,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_H12,1701,1713,1853,1869,0,0,0,0,0
