Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190905_geltesting_lpa_pdma_54_51Run01_F12,1983,1996,2130,2151,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G03,1843,1861,1995,2011,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G04,1836,1853,1988,2004,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G05,1806,1819,1935,1950,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G06,1782,1796,1915,1930,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G07,2059,2078,2258,2280,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G08,2057,2081,2252,2272,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G09,1928,1947,2088,2102,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G10,0,0,0,0,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G11,1968,1980,2118,2138,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_G12,1977,1986,2111,2131,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H03,1823,1839,1974,1989,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H04,1840,1856,1988,2004,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H05,1793,1806,1920,1935,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H06,1816,1830,1950,1967,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H07,2091,2116,2301,2320,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H08,2070,2091,2268,2289,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H09,1947,1963,2091,2105,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H10,1944,1965,2095,2109,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H11,1970,1983,2117,2139,0,0,0,0,0
20190905_geltesting_lpa_pdma_54_51Run01_H12,1984,2114,2133,0,0,0,0,0,0
