Wells,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E03,1825,1834,1915,1929,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E04,1885,1895,1971,1984,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E05,1857,1864,1942,1957,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E06,1876,1888,1976,1990,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E07,1880,1888,1978,1992,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E08,1882,1892,1993,2008,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E09,1837,1846,1933,1949,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E10,1894,1900,1971,1985,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E11,1813,1831,1987,2005,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E12,1799,1814,1974,1992,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F01,1871,1881,1973,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F02,1858,1869,1964,1978,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F03,1838,1846,1929,1946,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F04,1887,1972,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F05,1857,1866,1953,1968,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F06,1868,1880,1974,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F07,1858,1868,1968,1984,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F08,1850,1860,1959,1975,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F09,1826,1835,1928,1943,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F10,1867,1873,1945,1958,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F11,1815,1833,1992,2010,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F12,1809,1824,1984,2003,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G01,1890,1983,1994,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G02,1864,1875,1973,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G03,1842,1850,1931,1947,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G04,1852,1862,1934,1948,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G05,1832,1838,1935,1952,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G06,1882,1892,1992,2005,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G07,1846,1856,1950,1966,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G08,1850,1944,1962,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G09,1828,1838,1937,1953,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G10,1839,1915,1928,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G11,1817,1835,1993,2011,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G12,1809,1824,1982,1999,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H01,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H02,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H03,1821,1830,1907,1921,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H04,1857,1865,1943,1958,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H05,1830,1839,1931,1947,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H06,1866,1968,1981,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H07,1844,1855,1952,1967,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H08,1843,1852,1949,1964,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H09,1810,1906,1921,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H10,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H11,1820,1838,1997,2013,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H12,1793,1807,1965,1985,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A01,1823,1834,1986,2005,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A02,1838,1853,1992,2011,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A03,2238,2249,2440,2467,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A04,2260,2277,2473,2501,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A07,1676,1690,1795,1807,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A08,1656,1671,1769,1780,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A09,1767,1780,1909,1926,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A10,1750,1761,1884,1901,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A11,1845,1856,1997,2017,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A12,1851,1864,2005,2022,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B01,1831,1843,1995,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B02,1849,1864,2002,2020,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B03,2241,2257,2449,2475,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B04,2297,2315,2492,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B07,1693,1707,1809,1819,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B08,1676,1691,1788,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B09,1845,1858,1996,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B10,1752,1762,1885,1902,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B11,1834,1847,1992,2011,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B12,1850,1864,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C01,1721,1731,1854,1870,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C02,1842,1858,1999,2017,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C03,2271,2286,2466,2492,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C04,2299,2316,2496,2522,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C07,1689,1701,1796,1806,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C08,1674,1687,1787,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C09,1759,1773,1900,1916,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C10,1757,1768,1890,1907,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C11,1843,1857,2005,2023,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C12,1859,1870,2009,2028,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D01,1841,1855,1997,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D02,1868,1884,2024,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D03,2297,2312,2494,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D04,2289,2305,2487,2512,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D07,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D08,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D09,1716,1718,1777,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D10,1733,1735,1774,1785,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D11,1842,1856,2002,2020,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D12,1859,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E01,1838,1854,1997,2016,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E02,1849,1866,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E03,2263,2280,2471,2498,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E04,2307,2321,2498,2523,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E07,1699,1710,1804,1815,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E08,1702,1714,1813,1825,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E09,1776,1791,1918,1934,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E10,1786,1797,1920,1937,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E11,1853,1866,2012,2030,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E12,1845,1856,1995,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F01,1863,1879,2021,2037,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F02,1862,1877,2016,2034,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F03,2317,2337,2538,2563,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F04,2297,2313,2488,2512,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F07,1683,1697,1799,1809,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F08,1727,1739,1842,1854,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F09,1763,1780,1911,1926,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F10,1791,1804,1933,1950,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F11,1850,1864,2011,2029,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F12,1860,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G01,1868,1883,2026,2036,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G02,1868,1884,2025,2042,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G03,2281,2299,2494,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G04,2289,2305,2476,2502,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G07,1678,1693,1796,1805,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G08,1669,1681,1782,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G09,1776,1793,1923,1939,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G10,1757,1769,1894,1911,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G11,1854,1868,2013,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G12,1849,1859,1996,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H01,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H02,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H03,2254,2274,2456,2482,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H04,2276,2292,2466,2487,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H07,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H08,1659,1673,1776,1787,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H09,1744,1758,1889,1904,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H10,1761,1773,1900,1917,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H11,1861,1876,2022,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H12,1840,1850,1986,2005,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A01,1853,1880,2050,2061,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A02,1858,1887,2035,2047,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A03,2118,2151,2364,2383,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A04,2141,2174,2375,2395,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A05,2202,2229,2412,2428,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A06,2262,2290,2460,2474,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A07,2014,2038,2201,2216,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A08,1994,2016,2166,2183,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A09,1918,1944,2104,2116,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A10,1891,1914,2081,2097,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A11,1964,1985,2174,2194,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_A12,1979,2002,2176,2194,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B01,1851,1879,2048,2060,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B02,1889,1917,2064,2075,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B03,2124,2153,2363,2384,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B04,2171,2200,2390,2409,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B05,2201,2230,2405,2419,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B06,2214,2243,2398,2412,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B07,2023,2048,2191,2206,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B08,2015,2043,2189,2205,0,0,0,0,0
20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_20190827_testgels_EFSYMB_6_pdma_lpa_3_54_51Run01_B09,1936,1962,2121,2133,0,0,0,0,0
