Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B05,2913,2922,3053,3070,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B06,2835,2854,2859,3007,3039,3044,3048,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B07,1693,1707,1809,1819,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B08,1676,1691,1788,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B09,1845,1858,1996,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B10,1752,1762,1885,1901,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B11,1834,1848,1992,2011,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B12,1850,1863,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C01,1721,1731,1854,1870,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C02,1842,1858,1999,2017,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C03,2271,2286,2466,2492,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C04,2299,2316,2496,2522,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C05,2919,2936,2939,2941,2943,2946,3064,3089,3106
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C07,1689,1701,1796,1806,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C08,1674,1687,1787,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C09,1759,1773,1900,1916,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C10,1757,1768,1890,1908,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C11,1843,1857,2005,2023,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C12,1859,1870,2009,2028,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D01,1841,1855,1997,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D02,1868,1885,2024,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D03,2297,2312,2494,2517,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D04,2289,2305,2487,2512,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D07,1691,1702,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D08,1679,1692,1790,1801,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D09,1716,1718,1777,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D10,1733,1735,1774,1785,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D11,1842,1856,2002,2020,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D12,1859,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E01,1838,1854,1997,2016,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E02,1849,1866,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E03,1934,1936,2471,2498,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E04,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E05,3650,3677,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E06,2924,2929,3053,3075,3078,3084,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E07,1699,1710,1804,1815,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E08,1702,1714,1813,1825,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E09,1776,1791,1918,1934,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E10,1786,1797,1920,1937,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E11,1853,1866,2012,2030,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E12,1845,1856,1995,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F01,1863,1879,2021,2037,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F02,1862,1877,2016,2034,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F03,2317,2337,2538,2559,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F04,2297,2313,2488,2516,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F07,1683,1697,1799,1809,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F08,1727,1739,1842,1854,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F09,1763,1780,1911,1926,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F10,1791,1803,1933,1950,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F11,1850,1864,2011,2029,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F12,1860,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G01,1866,1881,2027,2036,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G02,1868,1884,2025,2042,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G03,2281,2299,2494,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G04,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G07,1678,1693,1796,1805,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G08,1669,1681,1782,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G09,1776,1793,1923,1939,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G10,1757,1769,1894,1910,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G11,1854,1868,2013,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G12,1849,1859,1996,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H01,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H02,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H03,2254,2274,2456,2482,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H04,2276,2292,2466,2490,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H07,1685,1698,1794,1803,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H08,1659,1673,1776,1787,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H09,1744,1758,1889,1904,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H10,1761,1773,1900,1917,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H11,1861,1876,2022,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H12,1840,1850,1986,2005,0,0,0,0,0
