Wells,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E03,1825,1834,1915,1929,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E04,1885,1895,1971,1984,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E05,1857,1864,1942,1957,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E06,1876,1888,1976,1990,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E07,1880,1888,1978,1992,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E08,1882,1892,1993,2008,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E09,1837,1846,1933,1949,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E10,1894,1900,1971,1985,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E11,1813,1831,1987,2005,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_E12,1799,1814,1974,1992,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F01,1871,1881,1973,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F02,1858,1869,1964,1978,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F03,1838,1846,1929,1946,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F04,1887,1972,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F05,1857,1866,1953,1968,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F06,1868,1880,1974,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F07,1858,1868,1968,1984,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F08,1850,1860,1959,1975,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F09,1826,1835,1928,1943,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F10,1867,1873,1945,1958,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F11,1815,1833,1992,2010,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_F12,1809,1824,1984,2003,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G01,1890,1983,1994,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G02,1864,1875,1973,1988,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G03,1842,1850,1931,1947,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G04,1852,1862,1934,1948,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G05,1832,1838,1935,1952,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G06,1882,1892,1992,2005,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G07,1846,1856,1950,1966,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G08,1850,1944,1962,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G09,1828,1838,1937,1953,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G10,1839,1915,1928,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G11,1817,1835,1993,2011,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_G12,1809,1824,1982,1999,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H01,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H02,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H03,1821,1830,1907,1921,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H04,1857,1865,1943,1958,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H05,1830,1839,1931,1947,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H06,1866,1968,1981,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H07,1844,1855,1952,1967,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H08,1843,1852,1949,1964,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H09,1810,1906,1921,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H10,0,0,0,0,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H11,1820,1838,1997,2013,0,0,0,0,0
20190814_EFSYMB_6_geltest_LPA_3_1diluted_pfux7_macro52_49R_H12,1793,1807,1965,1985,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A01,1823,1834,1986,2005,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A02,1838,1853,1992,2011,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A03,2238,2249,2440,2467,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A04,2260,2277,2473,2501,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A05,2904,3055,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A06,2868,3027,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A07,1676,1690,1795,1807,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A08,1656,1671,1769,1780,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A09,1767,1780,1909,1926,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A10,1750,1761,1884,1901,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A11,1845,1856,1997,2017,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_A12,1851,1864,2005,2022,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B01,1831,1843,1995,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B02,1849,1864,2002,2019,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B03,2241,2257,2449,2475,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B04,2297,2315,2492,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B05,2913,2922,3053,3070,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B06,2835,2854,2859,3007,3039,3044,3048,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B07,1693,1707,1809,1819,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B08,1676,1691,1788,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B09,1845,1858,1996,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B10,1752,1762,1885,1901,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B11,1834,1848,1992,2011,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_B12,1850,1863,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C01,1721,1731,1854,1870,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C02,1842,1858,1999,2017,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C03,2271,2286,2466,2492,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C04,2299,2316,2496,2522,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C05,2919,2936,2939,2941,2943,2946,3064,3089,3106
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C07,1689,1701,1796,1806,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C08,1674,1687,1787,1799,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C09,1759,1773,1900,1916,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C10,1757,1768,1890,1908,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C11,1843,1857,2005,2023,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_C12,1859,1870,2009,2028,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D01,1841,1855,1997,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D02,1868,1885,2024,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D03,2297,2312,2494,2517,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D04,2289,2305,2487,2512,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D07,1691,1702,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D08,1679,1692,1790,1801,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D09,1716,1718,1777,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D10,1733,1735,1774,1785,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D11,1842,1856,2002,2020,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_D12,1859,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E01,1838,1854,1997,2016,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E02,1849,1866,2001,2018,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E03,1934,1936,2471,2498,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E04,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E05,3650,3677,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E06,2924,2929,3053,3075,3078,3084,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E07,1699,1710,1804,1815,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E08,1702,1714,1813,1825,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E09,1776,1791,1918,1934,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E10,1786,1797,1920,1937,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E11,1853,1866,2012,2030,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_E12,1845,1856,1995,2014,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F01,1863,1879,2021,2037,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F02,1862,1877,2016,2034,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F03,2317,2337,2538,2559,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F04,2297,2313,2488,2516,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F07,1683,1697,1799,1809,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F08,1727,1739,1842,1854,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F09,1763,1780,1911,1926,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F10,1791,1803,1933,1950,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F11,1850,1864,2011,2029,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_F12,1860,1871,2012,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G01,1866,1881,2027,2036,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G02,1868,1884,2025,2042,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G03,2281,2299,2494,2519,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G04,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G07,1678,1693,1796,1805,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G08,1669,1681,1782,1792,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G09,1776,1793,1923,1939,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G10,1757,1769,1894,1910,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G11,1854,1868,2013,2031,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_G12,1849,1859,1996,2015,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H01,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H02,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H03,2254,2274,2456,2482,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H04,2276,2292,2466,2490,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H05,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H06,0,0,0,0,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H07,1685,1698,1794,1803,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H08,1659,1673,1776,1787,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H09,1744,1758,1889,1904,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H10,1761,1773,1900,1917,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H11,1861,1876,2022,2040,0,0,0,0,0
20190815_EFSYMB6_multiplegelsdilutions_pfux7_52_49Run01_H12,1840,1850,1986,2005,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A01,2045,2060,2256,2282,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A02,2060,2078,2262,2287,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A03,1812,1825,1972,1990,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A04,1801,1815,1960,1975,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A05,1971,1985,2159,2183,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A06,1962,1983,2160,2181,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A07,2080,2105,2317,2342,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A08,2086,2109,2314,2340,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A09,2007,2027,2225,2249,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A10,1857,1876,1982,2000,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A11,1709,1720,1878,1907,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_A12,1718,1731,1863,1879,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B01,2055,2069,2294,2317,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B02,1928,1949,2081,2102,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B03,1810,1823,1969,1987,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B04,1729,1747,1839,1853,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B05,1834,1855,1944,1960,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B06,1814,1835,1948,1970,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B07,1920,1943,2091,2117,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B08,2082,2108,2320,2343,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B09,1895,1916,2030,2050,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B10,1976,1989,2205,2212,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B11,1659,1671,1707,1720,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_B12,1739,1752,1890,1906,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C01,1970,1986,2166,2186,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C02,2076,2096,2294,2318,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C03,1828,1842,1984,1999,0,0,0,0,0
20190819_EFSYMB_6_TESTGEL_dilutions_lpa_pdma_pfux7_52_49Ru_C04,1861,1876,2014,2027,0,0,0,0,0
