,label
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,1
1074,1
1075,0
1076,0
1077,0
1078,1
1079,1
1080,0
1081,1
1082,1
1083,0
1084,1
1085,1
1086,1
1087,1
1088,0
1089,0
1090,1
1091,1
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,0
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,1
1115,1
1116,0
1117,1
1118,1
1119,0
1120,1
1121,1
1122,1
1123,1
1124,0
1125,0
1126,0
1127,1
1128,1
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,1
1137,0
1138,1
1139,1
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,1
1154,1
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,1
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,1
1177,1
1178,1
1179,1
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,1
1187,0
1188,1
1189,1
1190,0
1191,0
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,1
1206,1
1207,0
1208,1
1209,1
1210,1
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,1
1219,1
1220,1
1221,1
1222,0
1223,0
1224,1
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,0
1234,1
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,0
1244,0
1245,1
1246,1
1247,1
1248,1
1249,0
1250,0
1251,1
1252,1
1253,0
1254,1
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,0
1267,0
1268,1
1269,1
1270,1
1271,0
1272,0
1273,0
1274,0
1275,1
1276,1
1277,0
1278,1
1279,0
1280,0
1281,1
1282,1
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,0
1295,1
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,1
1313,0
1314,0
1315,0
1316,0
1317,1
1318,1
1319,1
1320,0
1321,0
1322,1
1323,1
1324,1
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,1
1334,1
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,1
1345,0
1346,1
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1354,1
1355,1
1356,1
1357,1
1358,0
1359,0
1360,0
1361,1
1362,1
1363,0
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,0
1376,0
1377,1
1378,1
1379,1
1380,0
1381,0
1382,0
1383,1
1384,1
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,1
1393,1
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,1
1401,0
1402,0
1403,1
1404,1
1405,1
1406,1
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,0
1415,0
1416,1
1417,1
1418,0
1419,0
1420,0
1421,1
1422,1
1423,0
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,1
1431,0
1432,0
1433,1
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,1
1441,0
1442,1
1443,1
1444,0
1445,0
1446,0
1447,0
1448,1
1449,1
1450,1
1451,0
1452,0
1453,0
1454,1
1455,1
1456,1
1457,0
1458,0
1459,1
1460,1
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,0
1469,1
1470,1
1471,0
1472,0
1473,1
1474,1
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,0
1485,0
1486,1
1487,1
1488,0
1489,1
1490,0
1491,0
1492,0
1493,1
1494,1
1495,1
1496,1
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,1
1504,1
1505,1
1506,0
1507,0
1508,0
1509,1
1510,1
1511,1
1512,0
1513,0
1514,1
1515,1
1516,1
1517,1
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,0
1535,1
1536,1
1537,1
1538,0
1539,0
1540,0
1541,1
1542,1
1543,0
1544,0
1545,1
1546,1
1547,0
1548,0
1549,0
1550,0
1551,1
1552,1
1553,0
1554,0
1555,1
1556,1
1557,0
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,0
1565,0
1566,0
1567,1
1568,0
1569,1
1570,1
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,1
1580,1
1581,1
1582,0
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,0
1590,0
1591,1
1592,1
1593,0
1594,1
1595,1
1596,0
1597,0
1598,1
1599,1
1600,1
1601,1
1602,0
1603,0
1604,1
1605,1
1606,0
1607,1
1608,1
1609,0
1610,0
1611,0
1612,1
1613,1
1614,1
1615,1
1616,0
1617,0
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,0
1625,1
1626,1
1627,0
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,1
1635,0
1636,0
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,0
1649,0
1650,0
1651,1
1652,1
1653,1
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,1
1675,1
1676,0
1677,1
1678,1
1679,1
1680,1
1681,0
1682,1
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,1
1695,1
1696,0
1697,1
1698,1
1699,0
1700,1
1701,1
1702,0
1703,1
1704,1
1705,0
1706,1
1707,1
1708,1
1709,1
1710,0
1711,0
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,0
1720,1
1721,1
1722,0
1723,1
1724,1
1725,1
1726,1
1727,0
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,1
1742,1
1743,1
1744,1
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,1
1753,0
1754,1
1755,1
1756,0
1757,1
1758,1
1759,0
1760,0
1761,1
1762,1
1763,0
1764,1
1765,1
1766,0
1767,1
1768,1
1769,0
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,1
1777,0
1778,0
1779,1
1780,1
1781,0
1782,1
1783,1
1784,0
1785,1
1786,1
1787,1
1788,1
1789,0
1790,0
1791,0
1792,1
1793,1
1794,1
1795,1
1796,0
1797,1
1798,1
1799,1
1800,1
1801,0
1802,0
1803,1
1804,1
1805,0
1806,1
1807,1
1808,0
1809,1
1810,1
1811,1
1812,1
1813,0
1814,1
1815,1
1816,0
1817,1
1818,1
1819,0
1820,1
1821,1
1822,0
1823,1
1824,1
1825,0
1826,1
1827,1
1828,0
1829,1
1830,1
1831,0
1832,1
1833,1
1834,0
1835,1
1836,1
1837,0
1838,1
1839,1
1840,1
1841,1
1842,0
1843,0
1844,1
1845,1
1846,1
1847,0
1848,0
1849,1
1850,1
1851,1
1852,0
1853,0
1854,0
1855,1
1856,1
1857,1
1858,1
1859,0
1860,0
1861,1
1862,1
1863,1
1864,1
1865,0
1866,0
1867,1
1868,1
1869,1
1870,1
1871,0
1872,0
1873,1
1874,1
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,1
1882,0
1883,1
1884,1
1885,0
1886,1
1887,1
1888,1
1889,1
1890,0
1891,0
1892,1
1893,1
1894,0
1895,1
1896,1
1897,0
1898,1
1899,0
1900,1
1901,1
1902,0
1903,1
1904,0
1905,0
1906,1
1907,1
1908,0
1909,1
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,0
1917,1
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,1
1925,1
1926,0
1927,1
1928,0
1929,0
1930,0
1931,1
1932,1
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,0
1940,1
1941,1
1942,0
1943,1
1944,0
1945,0
1946,1
1947,1
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,0
1956,1
1957,1
1958,0
1959,1
1960,1
1961,0
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,0
1969,1
1970,1
1971,1
1972,1
1973,0
1974,1
1975,0
1976,0
1977,1
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,1
1987,1
1988,0
1989,0
1990,1
1991,1
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,1
1999,1
2000,0
2001,0
2002,1
2003,1
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,0
2022,0
2023,1
2024,1
2025,0
2026,1
2027,1
2028,0
2029,0
2030,1
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,1
2038,1
2039,0
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,0
2047,1
2048,0
2049,0
2050,1
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,1
2058,1
2059,0
2060,1
2061,1
2062,1
2063,0
2064,1
2065,1
2066,1
2067,0
2068,0
2069,1
2070,1
2071,1
2072,1
2073,0
2074,0
2075,1
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,1
2084,0
2085,0
2086,1
2087,1
2088,1
2089,1
2090,0
2091,0
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,0
2100,1
2101,1
2102,0
2103,1
2104,0
2105,0
2106,1
2107,1
2108,0
2109,0
2110,1
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,0
2118,1
2119,0
2120,1
2121,1
2122,0
2123,0
2124,0
2125,1
2126,1
2127,0
2128,1
2129,0
2130,0
2131,1
2132,0
2133,1
2134,0
2135,0
2136,1
2137,1
2138,0
2139,1
2140,1
2141,0
2142,0
2143,0
2144,1
2145,1
2146,0
2147,1
2148,0
2149,0
2150,1
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,1
2158,1
2159,1
2160,1
2161,0
2162,0
2163,1
2164,1
2165,1
2166,1
2167,0
2168,0
2169,1
2170,1
2171,0
2172,1
2173,1
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,1
2190,1
2191,1
2192,1
2193,0
2194,1
2195,1
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,1
2205,1
2206,1
2207,0
2208,1
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,1
2232,1
2233,0
2234,0
2235,0
2236,0
2237,0
2238,1
2239,1
2240,0
2241,1
2242,1
2243,0
2244,0
2245,1
2246,1
2247,1
2248,1
2249,0
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,1
2257,1
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,0
2265,1
2266,1
2267,0
2268,0
2269,1
2270,1
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,1
2280,1
2281,1
2282,1
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,0
2292,0
2293,1
2294,1
2295,0
2296,1
2297,1
2298,1
2299,1
2300,0
2301,0
2302,1
2303,1
2304,1
2305,1
2306,0
2307,1
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,1
2315,1
2316,0
2317,1
2318,1
2319,1
2320,1
2321,0
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,1
2334,1
2335,1
2336,0
2337,1
2338,1
2339,1
2340,1
2341,0
2342,1
2343,1
2344,1
2345,1
2346,0
2347,0
2348,1
2349,1
2350,1
2351,1
2352,0
2353,1
2354,1
2355,1
2356,1
2357,0
2358,1
2359,1
2360,1
2361,1
2362,0
2363,1
2364,1
2365,1
2366,1
2367,0
2368,1
2369,1
2370,1
2371,1
2372,0
2373,0
2374,0
2375,1
2376,1
2377,0
2378,1
2379,1
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2386,0
2387,1
2388,1
2389,1
2390,1
2391,0
2392,0
2393,1
2394,1
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,1
2403,0
2404,0
2405,1
2406,1
2407,1
2408,1
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,1
2420,1
2421,1
2422,1
2423,0
2424,1
2425,1
2426,1
2427,1
2428,0
2429,0
2430,1
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0
2443,0
2444,1
2445,1
2446,1
2447,1
2448,0
2449,0
2450,0
2451,0
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,1
2465,0
2466,0
2467,0
2468,0
2469,1
2470,1
2471,1
2472,0
2473,0
2474,1
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,0
2483,0
2484,1
2485,1
2486,1
2487,1
2488,0
2489,0
2490,1
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,1
2499,0
2500,0
2501,0
2502,1
2503,1
2504,1
2505,1
2506,0
2507,0
2508,1
2509,1
2510,1
2511,1
2512,0
2513,0
2514,0
2515,1
2516,1
2517,1
2518,1
2519,0
2520,0
2521,1
2522,1
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,0
2531,0
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,0
2539,0
2540,1
2541,1
2542,0
2543,0
2544,0
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,0
2552,1
2553,1
2554,1
2555,1
2556,0
2557,0
2558,1
2559,1
2560,1
2561,1
2562,0
2563,0
2564,1
2565,1
2566,0
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,1
2574,1
2575,0
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,1
2583,1
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,0
2606,0
2607,1
2608,1
2609,1
2610,1
2611,0
2612,1
2613,1
2614,1
2615,1
2616,0
2617,0
2618,1
2619,1
2620,1
2621,1
2622,0
2623,0
2624,1
2625,1
2626,1
2627,1
2628,0
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,1
2660,0
2661,0
2662,1
2663,1
2664,1
2665,0
2666,1
2667,1
2668,1
2669,1
2670,0
2671,0
2672,1
2673,1
2674,1
2675,1
2676,0
2677,0
2678,1
2679,1
2680,1
2681,1
2682,0
2683,0
2684,0
2685,0
2686,0
2687,1
2688,1
2689,1
2690,1
2691,0
2692,0
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,1
2701,1
2702,0
2703,0
2704,0
2705,1
2706,1
2707,1
2708,1
2709,0
2710,0
2711,0
2712,0
2713,1
2714,0
2715,1
2716,1
2717,0
2718,1
2719,1
2720,1
2721,0
2722,0
2723,1
2724,1
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,0
2739,0
2740,1
2741,0
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,1
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,1
2774,0
2775,0
2776,0
2777,0
2778,1
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,0
2819,0
2820,1
2821,0
2822,0
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,0
2830,0
2831,0
2832,1
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,1
2876,0
2877,0
2878,0
2879,0
2880,0
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,1
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,1
2935,0
2936,0
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,1
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,1
2959,0
2960,0
2961,0
2962,0
2963,1
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
