Row,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190913_GradientPCR_1_58_55Run01_F07,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_F08,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_F09,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_F10,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_F11,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_F12,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G01,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G02,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G03,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G04,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G05,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G06,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G07,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G08,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G09,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G10,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G11,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_G12,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H01,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H02,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H03,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H04,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H05,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H06,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H07,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H08,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H09,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H10,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H11,0,0,0,0,0,0,0,0,0
20190913_GradientPCR_1_58_55Run01_H12,0,0,0,0,0,0,0,0,0
