Wells,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9
20190809_EFSYMB_15_plate29_53_50_Run01_G08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_G09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_G10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_G11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_G12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H01,2252,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H02,1899,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H03,0,0,2100,2106,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H04,2033,2037,2097,2102,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H05,2037,2042,2105,2109,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H06,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H07,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_53_50_Run01_H12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A01,1853,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A02,1979,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A03,1824,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A04,1954,2095,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A05,1944,2110,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A06,1963,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A07,1964,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_A12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B01,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B02,1992,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B03,1952,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B04,1982,2121,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B05,1940,2106,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B06,1958,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B07,1882,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_B12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C01,1806,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C02,1995,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C03,1954,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C04,1978,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C05,1962,2123,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C06,1987,2120,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C07,1866,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_C12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D01,1977,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D02,2016,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D03,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D04,1938,2088,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D05,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D06,1968,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D07,1955,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_D12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E01,1903,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E02,1998,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E03,1956,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E04,1983,2129,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E05,1965,2140,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E06,2000,2141,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E07,1995,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_E12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F01,2006,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F02,1929,2027,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F03,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F04,1965,2112,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F05,1962,2128,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F06,1988,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F07,1978,2099,2126,2256,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_F12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G01,1916,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G02,1918,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G03,1953,2126,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G04,1950,2098,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G05,1969,2121,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G06,1998,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G07,1971,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_G12,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H01,2055,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H02,1927,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H03,1935,2092,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H04,1942,2086,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H05,1951,2102,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H06,1983,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H07,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H08,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H09,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H10,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H11,0,0,0,0,0,0,0,0,0
20190809_EFSYMB_15_plate29_55_52Run01_H12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A01,1977,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A02,1810,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A04,1782,1802,1826,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A05,1802,2105,2143,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A06,1697,1802,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A07,1899,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_A12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B01,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B02,1992,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B03,1768,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B04,1792,1800,1842,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B05,2108,2145,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B06,1776,1789,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B07,1837,1895,2057,2127,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_B12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C01,1757,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C02,1844,1982,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C03,1959,2039,2045,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C04,2100,2139,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C05,2118,2154,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C06,1790,1801,2001,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C07,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_C12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D01,1824,1846,2023,2091,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D02,1827,1842,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D03,1807,1821,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D04,1786,1799,2061,2100,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D05,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D06,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D07,1855,1878,2078,2139,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_D12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E01,1804,1990,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E02,1816,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E03,1780,1822,1959,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E04,1829,1877,2108,2146,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E05,1820,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E06,1825,1839,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E07,1851,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_E12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F01,1817,1875,2012,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F02,1815,1868,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F04,1796,1811,2075,2114,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F05,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F06,1814,0,2085,2106,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F07,1850,1885,2087,2141,2178,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_F12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G01,1826,1836,1886,2022,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G02,1820,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G03,1781,1819,1935,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G04,1790,1804,2068,2108,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G05,1783,1808,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G06,1828,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G07,1876,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_G12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H01,1771,1830,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H02,1829,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H03,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H04,1770,1784,2049,2088,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H05,1787,1796,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H06,1801,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H07,1828,1846,1941,2105,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_51_48Run01_H12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A01,1748,2021,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A02,1791,1809,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A03,1745,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A04,1775,1823,1882,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A05,1803,1828,2116,2127,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A06,1697,1827,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A07,1945,1975,2003,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A08,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A09,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A10,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A11,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_A12,0,0,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_B01,1778,2075,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_B02,1774,1803,1873,1888,2028,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_B03,1751,1760,0,0,0,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_B04,1793,1805,1891,2075,2084,0,0,0,0
20190814_LHR52_3_plate32_54_51Run01_B05,1795,1819,1904,2113,2124,0,0,0,0
